Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 425, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
88926, 43020, 126876, 46192, 294315, 31948, 270851, 675019, 12894260, 9224
49376, 25938, 72631, 25841, 140173, 15252, 123096, 285565, 9606755, 2129
115357, 56937, 163500, 57338, 402949, 38150, 320270, 817630, 15682254, 2895
96576, 46460, 136513, 47189, 328870, 31359, 267477, 1025092, 11995158, 9430
81167, 31674, 87884, 65286, 186384, 20132, 59978, 579735, 10770240, 2520
60590, 29465, 86268, 65505, 214136, 21787, 161531, 331324, 11069689, 2878
50967, 25128, 69847, 22785, 195526, 17565, 208331, 225963, 12848658, 2209
70533, 32392, 349832, 49701, 545033, 42494, 488347, 850191, 13387195, 2691
89937, 67180, 277361, 55872, 672559, 48418, 100295, 359502, 6419053, 9085
104273, 51230, 266885, 54290, 162769, 16611, 198018, 114939, 11847680, 1738
44916, 24631, 82452, 23436, 365412, 40546, 385529, 113759, 11425057, 2944
151243, 68047, 288028, 107916, 436735, 48473, 275310, 759431, 11626226, 2609
83724, 42269, 193003, 40109, 297678, 32559, 229588, 679196, 11084013, 2913
114686, 55595, 149424, 51851, 346343, 44069, 474380, 284876, 9245296, 2602
173063, 29496, 73188, 27884, 162476, 18630, 710030, 698291, 13268114, 2590
46681, 24325, 65292, 22107, 147237, 15168, 140388, 316739, 13047293, 2143
55776, 30010, 73692, 24401, 170148, 20486, 314391, 234405, 10368201, 2309
238904, 58686, 140654, 52698, 312823, 41828, 410076, 342795, 11139651, 5249
127453, 48432, 118084, 44944, 336115, 33944, 224028, 629365, 13978687, 1634
84825, 40529, 109511, 38005, 362665, 28549, 199796, 514338, 13813785, 1711
62646, 26792, 67352, 23461, 120148, 16149, 196851, 135027, 11644544, 2210
88017, 43785, 110171, 40016, 376867, 30461, 232299, 826378, 13078092, 1971
139530, 52802, 198456, 49043, 372983, 36936, 230702, 616758, 12271636, 1852
50095, 27297, 69284, 23762, 157470, 15569, 113805, 235911, 11438851, 1774
116320, 57087, 221184, 52573, 299924, 40115, 333409, 302034, 10930099, 1771
47979, 27142, 62049, 23112, 153137, 15944, 118108, 295040, 12769464, 2361
61301, 32632, 84445, 27827, 288374, 24544, 416506, 924708, 13979475, 2123
66120, 28770, 67457, 23554, 151477, 14938, 98414, 223308, 13082056, 9136
83022, 41272, 109030, 37757, 247065, 29576, 24307, 488243, 10077360, 2512
115237, 55825, 147630, 50503, 397647, 39073, 36471, 746794, 10633298, 2681
111779, 56036, 149484, 51931, 418814, 39393, 217445, 964763, 16702588, 2942
90904, 43639, 111693, 39460, 318408, 30682, 272152, 580719, 14067421, 2838
57669, 46921, 82209, 24518, 185388, 19604, 164227, 135541, 8101729, 1997
102268, 63658, 108770, 38650, 399622, 31503, 202632, 472191, 11137500, 1783
57161, 26653, 70252, 22973, 234601, 20895, 144284, 334254, 13179753, 6892
102713, 51381, 206202, 47386, 488467, 37056, 258956, 593943, 14748856, 2231
131934, 60647, 162106, 54979, 467568, 52531, 53342, 705521, 10365617, 2595
97894, 57528, 163497, 44155, 401481, 37417, 236955, 624782, 15508187, 1597
113789, 155326, 180002, 55695, 718389, 54454, 284732, 644859, 16781945, 1836
88009, 42927, 151858, 55981, 707543, 199686, 290798, 630187, 18153729, 4177
111373, 56065, 148436, 51696, 420409, 40802, 271121, 652056, 16895408, 2425
90586, 44696, 143464, 44631, 334511, 46087, 377298, 347984, 17314811, 3102
53687, 27838, 107084, 24232, 221284, 19466, 115770, 270942, 12628256, 2100
134595, 59974, 167048, 50839, 628077, 50879, 328929, 1024271, 15818685, 2738
47826, 24677, 67098, 22920, 163494, 17540, 12984, 195360, 7253830, 1940
70101, 36610, 93711, 30606, 217683, 26430, 212969, 262383, 15391591, 1971
101003, 50116, 125351, 46521, 382802, 36482, 221298, 617471, 17220065, 2366
111435, 56777, 143975, 49087, 448087, 42207, 38777, 1678914, 12212327, 2791
141286, 71094, 159872, 48343, 275655, 40371, 511447, 390426, 9983629, 2341
48953, 25540, 62590, 26425, 169302, 16730, 221515, 217000, 13712606, 2617
118806, 56723, 135775, 41753, 417063, 34340, 391899, 530508, 13590042, 2501
85786, 39787, 89673, 25401, 166553, 20065, 158139, 290542, 16457338, 2658
122238, 56135, 149509, 51895, 340555, 40410, 35504, 685921, 13557977, 2178
98500, 50878, 134866, 47483, 251801, 38357, 278529, 259236, 13766994, 2029
111599, 56019, 139626, 51555, 443009, 40465, 220216, 630869, 14432393, 2564
126024, 52887, 134620, 46985, 317811, 37711, 32700, 440120, 13214364, 2600
112666, 56371, 150261, 52893, 597228, 38366, 201232, 491452, 35681224, 2658
46856, 26002, 90716, 25533, 283991, 28985, 134527, 306825, 13884444, 1825
176138, 39980, 102211, 34347, 365077, 31863, 93589, 472627, 16567616, 2081
47513, 25610, 63308, 22322, 147451, 18209, 137032, 108332, 10117506, 2098
47657, 24746, 59045, 22333, 97734, 15683, 125168, 106370, 7935494, 1807
115638, 56371, 135282, 51195, 512133, 41894, 219009, 868062, 17012893, 2481
94755, 46123, 123865, 42126, 430498, 34802, 47261, 472345, 14240281, 2032
71162, 36619, 141275, 32888, 224278, 27063, 193492, 352497, 13508361, 2237
115884, 137622, 141732, 51539, 369671, 42691, 261183, 620305, 16729522, 9667
116500, 137066, 137973, 52282, 370507, 43271, 260000, 605952, 16852431, 9356
106642, 52673, 237304, 43321, 490276, 44049, 242030, 598576, 17710640, 2059
119475, 48469, 113846, 156000, 513741, 46808, 260177, 774244, 18601720, 9432
121207, 60335, 137030, 119995, 349972, 42905, 37935, 463515, 13531686, 2271
113513, 57724, 149796, 150130, 401594, 40777, 226006, 579494, 17221885, 10232
54135, 29951, 71247, 25931, 113797, 18178, 143545, 121819, 13484003, 1906
61791, 32421, 72134, 28738, 192902, 21477, 180605, 370337, 14710211, 2415
77530, 39510, 94359, 35227, 245745, 27689, 283556, 493080, 16720653, 9257
46743, 24020, 60894, 21048, 89786, 15194, 120403, 96155, 10280148, 1998
108136, 57203, 195371, 51079, 379097, 41398, 246716, 580340, 14031339, 9260
86703, 44934, 105739, 39702, 386903, 120859, 216946, 528126, 18322291, 2061
62019, 33182, 79032, 29736, 234190, 24160, 177646, 150743, 14231765, 1913
62728, 33400, 98767, 28887, 207520, 24302, 121800, 310064, 17259978, 9429
89900, 47346, 111978, 43080, 229545, 33511, 43561, 418919, 8248989, 2006
142208, 74085, 173457, 62129, 302490, 62399, 471408, 401406, 13036164, 2525
131627, 52606, 117454, 47564, 244248, 39569, 32789, 500477, 12344314, 2142
62442, 31735, 75976, 28107, 140549, 22075, 18602, 233105, 13791647, 9762
138669, 55589, 129937, 45177, 354541, 43932, 228582, 842834, 15524191, 2356
143117, 46550, 125576, 102849, 205666, 35299, 28441, 453160, 14176415, 2258
65715, 34723, 82183, 30957, 124507, 25139, 175058, 157301, 11776713, 2127
58821, 30848, 69795, 24975, 159162, 18751, 96830, 196865, 14084605, 3228
966392, 34290, 81727, 28597, 1205624, 31531, 26221, 736955, 12197033, 2488
82555, 25713, 60881, 22866, 118670, 16556, 111158, 202524, 15258426, 2847
119707, 54592, 134871, 50748, 318701, 40576, 232308, 834102, 18957569, 9542
79753, 24987, 57690, 20982, 78099, 19358, 126082, 289109, 10735443, 2234
115523, 55885, 124478, 51711, 440172, 60349, 217766, 602450, 18121892, 1976
43399, 23768, 56808, 21149, 111929, 14574, 94419, 197102, 14878863, 9425
130140, 57458, 137477, 120759, 270574, 41483, 36111, 431153, 16503808, 1957
91989, 47149, 116969, 48917, 230775, 33407, 29558, 364661, 11650894, 2081
61796, 40480, 77628, 28046, 159289, 23068, 106054, 257029, 15596302, 9438
48657, 26475, 61187, 22806, 104087, 16741, 12517, 223441, 13371118, 1914
121440, 62482, 212456, 44887, 324324, 39755, 251121, 511662, 17107769, 9570
79277, 42372, 96739, 37514, 231123, 29937, 226693, 378137, 16572790, 9335
96643, 50567, 186969, 46678, 294475, 119150, 244831, 534148, 16574474, 2244
74878, 39695, 95169, 35162, 256934, 28047, 162344, 380773, 17565305, 9679
188781, 57589, 142554, 48580, 313415, 46885, 41308, 499194, 13356442, 2029
59354, 27437, 61613, 23228, 131696, 18213, 96997, 190705, 12474116, 2245
43411, 24714, 56779, 21417, 118376, 16032, 81989, 182208, 18062184, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 2449, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
87649, 3451733, 1077723, 51939059, 7188455, 838234, 80269682, 4415420, 26942162, 2787
86112, 82485, 50, 1, 220, 235
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
115331, 194735, 415876, 169550, 463813, 175869, 2689356, 1926820, 7676633, 3125
54564, 63543, 163149, 115766, 1954644, 93672, 662704, 999453, 6369489, 2523
110464, 85352, 303905, 105595, 2378960, 130837, 722470, 1030438, 6868238, 3964
83697, 97696, 50, 2, 216, 145
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
94758, 72047, 269853, 149027, 338001, 94113, 500377, 1548958, 6191067, 2846
116010, 108755, 253091, 184738, 368720, 81394, 724381, 991510, 3965268, 2932
144867, 114724, 368229, 124370, 833768, 152842, 1057392, 1430577, 3635587, 2821
136409, 110341, 309971, 379452, 1815530, 99273, 459997, 601375, 3954615, 3079
61967, 45648, 176387, 58959, 919404, 79304, 353209, 507664, 3949131, 3356
85589, 68309, 355515, 113180, 1049658, 91564, 695423, 1049090, 2434678, 2218
68989, 51055, 50, 3, 220, 268
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
118721, 75315, 294497, 127808, 456090, 146490, 432979, 2099420, 3477893, 2824
116165, 94072, 209428, 80787, 264019, 85280, 424452, 1449990, 5485470, 3309
132526, 164156, 294342, 121000, 568534, 200642, 577363, 1905832, 5025149, 2718
96024, 74486, 234470, 82545, 983414, 112883, 810001, 634111, 3203139, 2502
57986, 40536, 96294, 48499, 128571, 49784, 269499, 332348, 3891260, 3023
70072, 65699, 124896, 138605, 782702, 87463, 731174, 421788, 3671480, 3076
169293, 83042, 257836, 101551, 1273420, 145975, 580545, 627008, 4119607, 3548
142092, 103013, 284113, 174045, 228820, 202614, 366696, 994583, 4298056, 2317
55545, 43084, 105807, 46679, 813467, 81742, 382831, 370160, 2680003, 3054
132480, 101532, 294347, 101470, 204408, 61785, 194396, 707755, 3630742, 3183
60122, 44789, 50, 4, 249, 459
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
676334, 82584, 159942, 81101, 297561, 73223, 155247, 1498473, 4060467, 2880
58015, 41140, 111856, 41470, 169221, 49191, 89624, 566574, 2590655, 2385
76905, 57961, 162232, 57403, 359037, 47974, 281161, 231059, 3500986, 2439
93801, 51671, 127827, 52243, 151418, 64831, 420627, 534434, 3049767, 2167
65921, 47808, 122615, 90024, 203745, 60816, 269354, 693995, 2582130, 1673
166852, 83997, 244936, 76942, 623070, 102924, 453425, 341535, 3025837, 2893
70759, 46306, 122874, 44603, 161691, 67713, 194278, 575866, 2172020, 1865
82022, 49501, 170641, 46284, 173475, 67230, 188868, 579581, 2648399, 2156
65805, 45338, 125659, 52110, 142500, 61091, 167505, 639060, 1678918, 2648
55160, 39318, 94049, 41202, 337832, 71889, 245285, 303687, 1209541, 2794
97501, 72971, 291373, 70296, 309177, 87902, 325694, 1009073, 2658533, 2206
104198, 64275, 286361, 63788, 176714, 80716, 266318, 872972, 3521564, 2616
103170, 93176, 190805, 147105, 552565, 116041, 386070, 541346, 3579836, 4961
67278, 47155, 107700, 40689, 118950, 55550, 170629, 559129, 1264701, 1939
118143, 50181, 115235, 43741, 298515, 64916, 236156, 265952, 1232928, 1982
130091, 93975, 
100, 0, 239, 650
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
88154, 46419, 173300, 47633, 209919, 117932, 252642, 689336, 3630173, 2152
112673, 78036, 249504, 87070, 261097, 100050, 311307, 1265988, 4025461, 3189
72542, 49414, 129896, 47590, 137537, 59421, 368582, 434500, 2275633, 1978
137716, 90691, 227988, 105227, 374157, 137222, 337533, 621704, 3177866, 3616
68980, 48929, 141953, 111493, 226902, 108606, 586012, 620798, 2251502, 3674
55599, 34216, 86960, 37235, 247834, 41284, 176741, 233103, 1440967, 2536
123576, 85757, 200442, 84564, 628522, 110195, 786625, 600846, 1862615, 2825
146372, 100975, 194694, 79964, 267158, 145628, 31217, 718268, 3069756, 2748
72462, 48863, 116053, 51264, 244508, 61315, 287193, 219592, 1448624, 2129
124723, 83692, 192689, 81637, 268800, 107685, 350938, 1283037, 3799003, 2315
146451, 102228, 266644, 94424, 851317, 145510, 776444, 617849, 2355636, 3039
146678, 85571, 199716, 182332, 276982, 114776, 435863, 1150071, 4068738, 3027
71069, 48759, 155244, 103273, 185689, 94654, 210069, 932171, 3100268, 2358
129026, 76727, 194599, 104714, 342875, 87183, 264343, 877230, 2553660, 2368
107403, 173140, 200361, 72577, 201249, 102564, 285104, 1040688, 1812109, 2667
71795, 135244, 119808, 51812, 135804, 61070, 200250, 601796, 2019205, 2960
151480, 82013, 404511, 88994, 290233, 117477, 221700, 1766441, 1736194, 2030
92947, 53617, 140824, 63000, 301386, 75883, 427554, 334103, 2685664, 4678
115408, 66740, 362271, 77844, 70154, 38940, 100927, 42234, 263611, 130136, 359865, 476063, 1684631, 3856
155076, 94516, 278140, 104408, 341106, 157627, 464812, 1456143, 3588468, 4533
167354, 96656, 236027, 87369, 227477, 109550, 41633, 1041629, 3526087, 4144
146433, 87551, 100, 1, 343, 977
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
68408, 39589, 103408, 39050, 128747, 52643, 90260, 529563, 1954392, 1692
52415, 31840, 93171, 37065, 98513, 44120, 131774, 331335, 1699490, 2036
74393, 40993, 125232, 44742, 152537, 168941, 25096, 496388, 1784644, 2168
93697, 58350, 164930, 67117, 235405, 60758, 271621, 889986, 1955173, 2781
105431, 68624, 198248, 77107, 241995, 70116, 367530, 542170, 2957984, 3548
92672, 54076, 163781, 72943, 508958, 116557, 512543, 339130, 3507388, 2358
59110, 35850, 116512, 36780, 207817, 32422, 163259, 395903, 1684616, 2056
51536, 30519, 88812, 71775, 205121, 31444, 181422, 133207, 1239948, 1875
147547, 86557, 218941, 62051, 191107, 52849, 31332, 579705, 2267593, 3621
176928, 67997, 175017, 78745, 231810, 90972, 50985, 752804, 1744701, 3020
124988, 261308, 268725, 106773, 293489, 96480, 315539, 771621, 2167823, 2254
70952, 78988, 119589, 45096, 192372, 42245, 175213, 1102757, 2343917, 2407
158804, 75779, 270859, 164282, 1043147, 182958, 694810, 500813, 3538546, 5667
93434, 49700, 148098, 63388, 270798, 96070, 263049, 848709, 2869001, 3559
121045, 61588, 402383, 96831, 257890, 74862, 325296, 899246, 3379153, 5092
123801, 62740, 203329, 81883, 343111, 71369, 314031, 779975, 1277002, 2168
99903, 54017, 161304, 67868, 207563, 60094, 279836, 650259, 3178379, 2470
124322, 63005, 188826, 81327, 245874, 71645, 326734, 867299, 1990237, 1622
129473, 65053, 203887, 85859, 905192, 96200, 752762, 495943, 3369830, 5648
281322, 45196, 247535, 88215, 325415, 92918, 53078, 865649, 3053573, 3075
52425, 28735, 433703, 50633, 131924, 41653, 381299, 577306, 631584, 5305
121591, 63592, 163910, 81697, 250248, 71926, 297609, 1188637, 3079425, 3782
125083, 61192, 243696, 83582, 344935, 102016, 356151, 1069301, 4386283, 2274
124242, 61417, 173192, 77217, 260506, 71269, 665184, 462863, 1653992, 2860
245993, 83080, 212623, 76376, 971710, 108172, 586628, 420649, 2602976, 2765
53453, 30112, 75685, 35587, 157154, 30290, 119844, 316365, 887723, 2597
98960, 89897, 165356, 37034, 438087, 62740, 303208, 276180, 1784146, 4285
51142, 68371, 72715, 33738, 207839, 27398, 172158, 134338, 614587, 1517
65446, 35526, 100, 2, 253, 1413
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
63679, 35309, 128258, 39490, 555015, 59843, 422342, 326277, 1889607, 3111
121581, 64103, 240111, 76535, 262431, 134711, 310052, 697069, 2398895, 3367
65704, 37924, 108927, 44153, 190188, 130045, 147687, 568002, 2373443, 3986
166697, 71519, 241615, 85810, 371972, 53230, 51987, 887844, 2350430, 2980
122453, 66429, 198246, 77617, 314995, 50417, 39481, 947586, 3153940, 16805
117302, 58094, 158991, 68722, 390129, 37424, 251915, 770668, 3146294, 5275
76087, 46131, 115976, 50646, 230773, 30424, 231639, 522372, 2095675, 3278
122498, 68562, 116191, 37857, 220743, 20890, 208166, 152458, 2105158, 4615
59075, 33410, 85128, 37946, 120159, 20885, 135595, 569512, 1870258, 2302
91288, 33454, 134222, 29657, 307595, 23376, 189561, 175516, 1252478, 2051
58528, 33532, 88692, 25283, 127973, 22693, 162561, 358278, 1517969, 2363
54833, 31246, 96001, 22522, 158453, 49963, 160471, 336132, 1407629, 1890
54305, 30623, 89235, 22801, 108215, 19319, 164529, 328357, 1248203, 2190
47880, 27969, 78967, 22278, 86131, 16872, 108883, 244313, 789493, 2301
61559, 34014, 103868, 28319, 102205, 19809, 109897, 275444, 1696182, 1806
62815, 35055, 94448, 25047, 98687, 18304, 109602, 680839, 1609001, 3392
82200, 36301, 95949, 22886, 97393, 17467, 104521, 481754, 1009170, 1605
64272, 38616, 109822, 29280, 349892, 26200, 201127, 257030, 1034671, 2362
52897, 30723, 76596, 24305, 92009, 18274, 124436, 290678, 910478, 1700
49143, 28412, 69659, 22983, 89886, 17169, 230856, 339827, 1429293, 2508
72274, 40425, 169707, 34319, 132458, 26337, 24242, 389597, 1552276, 3119
95846, 54341, 139444, 44427, 438911, 37456, 659961, 261055, 1448399, 4112
109159, 53711, 140029, 45670, 319789, 36434, 287862, 257783, 1386966, 3427
105406, 49472, 108775, 34033, 146696, 28451, 475917, 536156, 1977792, 3192
129321, 64035, 149970, 54318, 204312, 37163, 421440, 729247, 2345172, 4665
114535, 62930, 179746, 53695, 215321, 44931, 185619, 728334, 2206715, 2917
97890, 54414, 154521, 43602, 170660, 36702, 134308, 564704, 1431213, 4101
113058, 131493, 167093, 53484, 372045, 44008, 452599, 311535, 1428051, 4184
102158, 58767, 150696, 49105, 207524, 106402, 236827, 722091, 2413176, 3003
53850, 27696, 78023, 21772, 83657, 15761, 99658, 238336, 993012, 2881
48612, 27866, 76521, 21461, 77617, 15305, 13609, 240935, 548757, 1678
47930, 27677, 69777, 24053, 85950, 18555, 101378, 226104, 961202, 2443
69530, 43079, 108506, 22632, 92392, 18573, 15762, 258258, 632068, 2643
54969, 29471, 127687, 25200, 101307, 21560, 127947, 289016, 706873, 2195
56032, 30305, 86053, 23301, 184892, 17971, 148101, 136831, 610571, 1603
62498, 61203, 78525, 24183, 91725, 18210, 324562, 185564, 813472, 2727
45917, 25814, 100, 3, 275, 1517
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
68800, 35470, 188090, 31580, 198199, 25305, 492223, 408243, 1070973, 1861
53664, 29949, 77140, 21335, 183446, 21313, 134732, 326380, 1220462, 2400
48181, 26611, 71612, 26957, 154784, 23828, 263120, 214277, 603133, 1923
113845, 48289, 106212, 34649, 153941, 26058, 27523, 461235, 1568001, 2552
56294, 29319, 111882, 24100, 119540, 19511, 116813, 504001, 1188278, 2462
120982, 66063, 152049, 55138, 230834, 41432, 312492, 963354, 3635497, 13936
99406, 50306, 133087, 51139, 344046, 28131, 163815, 722612, 2400043, 4074
88571, 49307, 116670, 39110, 267751, 64155, 194826, 668809, 2017296, 3200
119100, 62940, 152801, 52367, 333109, 123606, 145317, 394699, 1415698, 2927
96900, 53512, 126249, 41733, 198560, 35226, 292632, 872311, 3783013, 4527
183580, 75494, 108327, 25532, 195328, 19232, 192064, 158678, 1765006, 3893
196699, 60776, 135593, 51891, 368397, 45141, 323597, 276472, 1596785, 2504
135391, 62077, 128563, 49133, 310891, 40150, 35246, 608541, 2284764, 3495
113383, 61151, 146601, 51660, 253981, 42876, 319904, 724396, 2707540, 4235
165970, 63930, 168104, 131400, 572402, 51823, 417647, 369059, 1885803, 3826
186344, 54694, 115694, 66341, 226301, 35631, 101667, 649625, 2521313, 3759
126452, 64083, 147143, 51084, 266058, 59468, 236238, 742793, 2502989, 4059
105814, 32934, 77260, 26007, 103145, 22612, 16626, 278162, 1212582, 2714
114496, 64914, 143680, 47898, 226345, 38592, 291913, 566513, 2035961, 3755
114149, 63777, 148121, 51360, 107660, 46193, 102073, 28880, 468481, 57574, 316647, 180879, 847010, 2306
63442, 36910, 78087, 28596, 181138, 24054, 162007, 151957, 814051, 2181
103040, 56161, 145394, 74361, 217440, 43768, 235906, 653987, 1683126, 3378
80704, 44041, 94637, 35610, 165021, 29125, 163269, 420361, 1479889, 2626
98406, 56259, 129030, 46990, 196897, 37386, 199962, 582848, 1911928, 4183
66514, 36159, 80217, 28431, 115380, 23670, 255701, 259075, 954258, 2768
52629, 30185, 70657, 26102, 284084, 22970, 149646, 243400, 883650, 2447
46552, 27231, 93228, 21804, 80343, 17253, 45937, 227436, 668336, 1407
49443, 28552, 65534, 21580, 93949, 17984, 93250, 233432, 748594, 1532
69745, 39408, 89065, 32301, 129395, 26169, 145827, 415845, 639767, 2053
111744, 59808, 128301, 51560, 197395, 136981, 168211, 1140659, 1414162, 3602
128865, 61622, 134340, 52848, 111400, 28155, 58951, 24332, 133375, 33286, 173675, 491605, 2524604, 3882
102166, 78268, 148251, 47862, 208033, 38075, 210986, 546687, 1813236, 3645
110963, 62785, 139721, 50698, 529351, 42740, 302696, 277910, 1771056, 3553
114756, 65951, 152532, 85611, 264871, 48256, 141396, 873521, 2933734, 4386
113738, 61337, 140268, 197099, 233116, 41668, 221279, 641522, 2108404, 3884
61510, 31800, 132366, 51664, 362856, 26251, 191522, 170112, 963334, 3170
60231, 32708, 65371, 24210, 120453, 20870, 132535, 289466, 1024696, 2430
56235, 30940, 68000, 26975, 75961, 33239, 55832, 23152, 94558, 22604, 169463, 281397, 1181371, 2478
75140, 33225, 74779, 28720, 119627, 31575, 127472, 411633, 650570, 2713
147404, 31076, 66406, 22780, 36944, 18652, 32045, 12430, 54144, 27202, 47404, 21772, 101510, 27485, 139725, 437700, 1083069, 2193
45920, 27580, 54746, 20160, 79934, 17019, 88332, 220702, 666602, 1844
107715, 62124, 137592, 46083, 326624, 43212, 245222, 734464, 1502140, 2614
119801, 65327, 207320, 54771, 149439, 24676, 70412, 437844, 909688, 2770
59399, 32930, 68683, 22576, 98814, 22846, 349156, 245508, 504210, 1852
76290, 34737, 69679, 24585, 400963, 36109, 211201, 226496, 1295322, 2455
73860, 40355, 100, 4, 422, 1897
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
76394, 39731, 72440, 25642, 171991, 23484, 134193, 291664, 1273762, 1929
104283, 61547, 147900, 47797, 552463, 43142, 409945, 267868, 1789093, 2142
132867, 73885, 164532, 58235, 298731, 58500, 294512, 637828, 2544046, 3849
82438, 48395, 111171, 36482, 182348, 31934, 26269, 333978, 1395240, 2559
52703, 32032, 70132, 21705, 112208, 21084, 16823, 227825, 1169037, 2421
56893, 33747, 73882, 24453, 175937, 33920, 181778, 501253, 2022980, 13289
57366, 32597, 73254, 21875, 127062, 22869, 120390, 273626, 1103860, 2140
106091, 50266, 117286, 36638, 202137, 35408, 203740, 511150, 2443865, 2654
96473, 56558, 131297, 44129, 179486, 38018, 211850, 584033, 2089096, 3149
108096, 61287, 136505, 46689, 222261, 43853, 242797, 679336, 1820496, 3693
228474, 116825, 193226, 55554, 501261, 54321, 294747, 856939, 2310071, 1961
109289, 89500, 155709, 43983, 241930, 44043, 227512, 576436, 2248840, 2098
106703, 61633, 145985, 47586, 246621, 42299, 219900, 843842, 4021326, 7001
89592, 51784, 111550, 28528, 133792, 36080, 277720, 847358, 1841593, 4249
105776, 62088, 133483, 47807, 205093, 42104, 366167, 543663, 2423477, 3573
63634, 30310, 67589, 19973, 146300, 18952, 159972, 105811, 868351, 1923
90291, 52887, 112410, 37496, 230164, 42313, 28103, 353725, 1610781, 3163
83145, 48004, 107255, 37913, 301956, 51399, 182475, 418939, 1763266, 4016
229255, 47275, 76472, 24553, 140766, 21955, 136668, 473018, 1810117, 4225
171763, 60750, 139091, 48257, 219625, 122205, 264073, 516522, 2639344, 3623
90882, 54700, 127288, 42031, 392783, 39092, 253397, 225271, 1573470, 4227
43998, 37754, 56619, 20362, 80947, 17559, 89963, 180364, 956368, 2438
102144, 51996, 123937, 41060, 246895, 33567, 190152, 520025, 1912849, 4032
101662, 62003, 146241, 47085, 197286, 41888, 248790, 708045, 2178279, 3353
113921, 67351, 167994, 43315, 247836, 54539, 255903, 613910, 1562844, 27071
121912, 70983, 167378, 53384, 286228, 50307, 284700, 678704, 2616006, 4202
77406, 46083, 103645, 35139, 201670, 29361, 199575, 171706, 1294250, 3267
98555, 61788, 131604, 48092, 231367, 36419, 238657, 573685, 2775717, 4863
75161, 45599, 120254, 34697, 132964, 29423, 164002, 367587, 2153891, 3252
63561, 33863, 80151, 25921, 194744, 23071, 152400, 134633, 766037, 2123
167508, 73968, 135442, 48363, 207634, 41813, 231897, 544490, 2295164, 3285
110883, 61688, 141486, 47376, 175697, 41352, 230755, 710721, 2271087, 4916
384959, 76992, 159496, 54922, 253215, 54947, 46604, 630171, 1968482, 3598
56970, 33893, 66366, 24456, 105934, 20457, 121309, 175034, 617905, 1807
118691, 48815, 105716, 35691, 147236, 31179, 166511, 382012, 1618231, 3167
182122, 50930, 129589, 44042, 544053, 41104, 361727, 282675, 1668643, 3812
309134, 53920, 109916, 37940, 154271, 33825, 172093, 381782, 1765789, 3899
91133, 62685, 143264, 46885, 191107, 40871, 174474, 756773, 2667231, 4279
103907, 70037, 154121, 51243, 662906, 51381, 286383, 291014, 916221, 2704
91399, 74396, 129555, 66799, 203258, 41503, 276897, 592462, 1371875, 3473
98129, 60099, 209523, 48749, 195406, 42560, 245718, 518041, 2097079, 4144
77890, 51852, 118116, 39476, 153097, 33643, 201818, 444054, 1577920, 43413
78158, 51087, 113132, 41188, 185403, 40948, 207219, 490837, 1621675, 31431
83065, 58010, 135860, 43610, 219250, 40323, 272681, 588914, 2403489, 2406
106420, 65315, 163249, 49649, 214056, 150200, 213827, 842034, 2507114, 3543
91399, 59793, 221438, 57083, 273630, 56867, 474847, 801739, 1731899, 2512
49262, 61737, 118106, 78621, 111347, 22815, 177384, 270437, 1124057, 1287
67837, 58862, 87480, 82653, 242461, 38644, 200701, 254286, 1374362, 1483
91640, 61783, 127705, 35554, 172385, 41187, 226906, 539203, 1503624, 2626
91489, 62885, 131633, 33735, 173517, 40175, 725503, 330577, 1601624, 2636
83324, 137270, 119386, 30054, 159807, 40215, 198599, 454302, 1277513, 2437
92732, 61588, 132982, 36907, 182417, 42775, 210319, 529787, 1849621, 2561
73911, 48529, 103020, 26543, 139876, 35359, 208164, 471725, 1008584, 2230
76525, 176004, 108791, 26188, 425645, 32096, 219776, 165832, 916602, 1942
92166, 87060, 138158, 39182, 285029, 16207, 151265, 163645, 533690, 1830
78234, 53540, 
200, 0, 366, 2314
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
