Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 425, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
70677, 97100, 149860, 108465, 2408502, 159498, 706405, 876283, 166042007, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 661, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
100302, 7488010, 1821254, 4923740, 5404478, 900269, 112248287, 6799210, 46395151, 2704
84290, 71180, 206123, 286063, 2537488, 118158, 694068, 991243, 282325153, 2787
110531, 135470, 286955, 140449, 2425253, 123855, 509765, 732329, 203645738, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 490, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
130040, 8798336, 1192710, 4138765, 7045793, 869501, 76723216, 6289730, 53252226, 2765
86350, 122202, 188657, 120786, 2473661, 389238, 1092559, 942967, 173466407, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 402, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
182825, 6809475, 1070201, 3846871, 6615471, 1135703, 79525327, 8265271, 58879356, 2856
94298, 70234, 221931, 131031, 584961, 119569, 1781878, 1302863, 55579335, 3653
134572, 111837, 351298, 305077, 3576982, 274537, 1099727, 1239892, 29584856, 2839
103826, 123855, 288049, 95223, 2050247, 250596, 703637, 763254, 22519144, 8483
95322, 82704, 220462, 112039, 1156107, 138246, 404433, 498762, 26694567, 3153
191250, 112696, 335164, 259456, 920127, 223764, 408582, 1474265, 15608126, 2472
94894, 55724, 247683, 64855, 895448, 130217, 502415, 406768, 24875362, 3057
77881, 52706, 175481, 58935, 400684, 98505, 345890, 1281419, 16325924, 10038
80952, 55211, 146693, 51919, 368374, 81061, 219897, 702580, 14592608, 2866
85862, 49395, 263322, 66759, 882910, 321766, 592692, 563460, 13684834, 2899
239428, 72172, 316190, 254679, 589781, 142784, 238729, 909604, 14371965, 2664
85169, 57796, 249256, 112844, 435239, 48469, 121970, 626319, 10208994, 2438
82550, 47540, 218373, 61767, 622715, 76488, 403323, 355484, 8107582, 2610
81070, 50641, 173922, 60836, 375889, 75179, 215252, 704567, 14376295, 10019
79465, 48166, 230099, 71449, 242358, 64665, 280808, 772548, 11690213, 6825
81151, 66497, 212262, 150697, 268428, 77217, 283590, 785619, 8791286, 2799
116252, 49661, 233798, 53791, 340007, 82260, 403944, 1229484, 11009962, 2662
80060, 59579, 219262, 51136, 405702, 72190, 499123, 305653, 11767201, 3139
79655, 90388, 210823, 50888, 262585, 72266, 217720, 2576397, 21509537, 3901
83526, 47121, 169737, 58550, 229680, 69996, 383647, 887986, 12206841, 2693
72445, 45583, 171703, 48652, 326493, 72445, 69845, 629151, 9367536, 2786
72568, 43839, 157608, 45122, 215099, 60015, 21622, 503302, 14819941, 3237
78433, 126826, 229538, 94779, 350329, 71583, 192306, 808842, 8302824, 2926
79734, 104289, 242417, 54874, 555643, 198535, 1887526, 523253, 9911983, 2390
78979, 43516, 389808, 170117, 528332, 226566, 358389, 590229, 8806438, 3090
82157, 61347, 160950, 44961, 230163, 57700, 308662, 612828, 8113859, 2368
110177, 62703, 193608, 61505, 276448, 77433, 297128, 1329165, 11724431, 2210
80821, 36415, 126236, 45824, 162779, 81792, 242739, 1212700, 11860789, 3025
76768, 46069, 226414, 53024, 210579, 95461, 25554, 711290, 18974218, 3025
109238, 43398, 206255, 48613, 316337, 64111, 197312, 602165, 6106708, 3106
109249, 79538, 267655, 133295, 414141, 120103, 442512, 3243971, 12283431, 2757
53007, 35791, 117111, 69803, 294863, 64161, 191657, 715506, 10186525, 2122
129965, 76756, 420682, 154028, 503431, 136212, 72114, 1151364, 9930642, 1756
116242, 84864, 347091, 67400, 549275, 113106, 349144, 333683, 7218671, 2653
134056, 77463, 339096, 74107, 250548, 116346, 41286, 843541, 8578404, 2791
71057, 47595, 189534, 85400, 157908, 49351, 142028, 452111, 6496220, 2086
67876, 69378, 220660, 58562, 295681, 85665, 261127, 960897, 7644415, 2786
90683, 226961, 309647, 107120, 613729, 142070, 615407, 616850, 8486524, 2482
240246, 121863, 375444, 96255, 669275, 177018, 293509, 2454590, 9549244, 2316
111613, 74832, 356629, 72513, 429638, 126184, 360687, 1315633, 9302519, 1851
104257, 70947, 260723, 70401, 326148, 150982, 631336, 1345264, 9618942, 3678
109806, 65594, 231438, 84333, 483821, 140594, 363630, 1299072, 10396886, 1628
98658, 66076, 302998, 59158, 421107, 129276, 310335, 861781, 9291295, 3440
124650, 80159, 384713, 53390, 649467, 236547, 523650, 237667, 5984682, 2658
74260, 45426, 149129, 44507, 239052, 87764, 197224, 691784, 6524588, 2510
123872, 82259, 295892, 153744, 402010, 129435, 416577, 1047564, 8505982, 1877
57892, 39109, 123498, 40945, 184207, 76661, 428102, 943013, 5835099, 2164
214492, 84611, 343630, 76095, 685436, 234331, 448654, 1601379, 10964872, 9362
56361, 39401, 204413, 49457, 189525, 74225, 23257, 697689, 6809146, 3170
100966, 69452, 251110, 66132, 519582, 92371, 428631, 341560, 8886750, 3695
72268, 44943, 167187, 56969, 240877, 71673, 325936, 801927, 11637888, 2171
71287, 47720, 177806, 46443, 245714, 71178, 437175, 451985, 7891567, 2707
68471, 47250, 163766, 45713, 296374, 63406, 295041, 858089, 7688044, 2277
71170, 41975, 164123, 39393, 321542, 127539, 336363, 192083, 6329769, 2042
89014, 61790, 143373, 39253, 185209, 60451, 19693, 406933, 5642200, 2036
65040, 100365, 146174, 35040, 259981, 57830, 177815, 548665, 23627717, 1895
64514, 37527, 153647, 37939, 208490, 53630, 19849, 421226, 5119218, 7535
78670, 39974, 159187, 43039, 214424, 236451, 29851, 586051, 5908003, 1641
137732, 60492, 266877, 62108, 590031, 82129, 305337, 436698, 4318333, 1673
212351, 134107, 330586, 75493, 510467, 82720, 526142, 1201804, 10123510, 1799
68356, 38400, 169621, 34383, 209645, 41670, 205848, 870939, 6053870, 2908
85074, 130365, 311951, 72522, 555098, 63955, 300044, 1143633, 5842406, 1622
49763, 30571, 142520, 36996, 151524, 30577, 142842, 333877, 22358311, 1703
92915, 56123, 424507, 58276, 427153, 71079, 59826, 639323, 6904032, 2584
88809, 65360, 362108, 57534, 347519, 57191, 286834, 716940, 6170845, 2270
120794, 66732, 282167, 73779, 517959, 77797, 488751, 525313, 7361091, 1973
84055, 50813, 241535, 68317, 346866, 74260, 40694, 961313, 8338204, 1849
67593, 41250, 185428, 44497, 216464, 38562, 199151, 494829, 8435649, 2175
87727, 52631, 302687, 61819, 327058, 74539, 657107, 279722, 9871169, 2594
101855, 56758, 303115, 62111, 285910, 52002, 250163, 598471, 6085222, 2377
69902, 30309, 112768, 31357, 145560, 26698, 76901, 312602, 5803880, 2930
82399, 47599, 189445, 51487, 259905, 49328, 241346, 646146, 9977604, 2917
56611, 34199, 255252, 41898, 256798, 41019, 174408, 589541, 7257095, 1738
54405, 67345, 170022, 35361, 135248, 31363, 15379, 345174, 3946701, 2559
71738, 101778, 236158, 47724, 284280, 43485, 202851, 703619, 7451536, 2460
178836, 68924, 671643, 82682, 607799, 118235, 470435, 763114, 6558258, 1721
94948, 39321, 261588, 47088, 253396, 50885, 27196, 626140, 6939810, 2706
60940, 31974, 198876, 40018, 179356, 34533, 159109, 337726, 7087947, 1757
90886, 46971, 196035, 57618, 263146, 52335, 28741, 544181, 7468339, 3314
122590, 59207, 253518, 80510, 771567, 102093, 452167, 866544, 7431068, 1851
70384, 35607, 155868, 43550, 178958, 39987, 21749, 424530, 6902069, 2233
48006, 26114, 131205, 36672, 216702, 36193, 168759, 389322, 4645979, 1888
61632, 29740, 227164, 41969, 267402, 48612, 290094, 609343, 4610379, 2634
63898, 26647, 138160, 24430, 169125, 29026, 29525, 298659, 4878365, 2018
57492, 39189, 148766, 33607, 169701, 33734, 253440, 570569, 6812624, 1685
114666, 98261, 135296, 33612, 222520, 57299, 225695, 573828, 7206985, 2290
69042, 74499, 215905, 39180, 443473, 189042, 406333, 721793, 8089234, 2396
135403, 57192, 197226, 47254, 248512, 32569, 32793, 529433, 5092465, 2140
55634, 30517, 109025, 26890, 126704, 17269, 15990, 248584, 7871491, 2677
210927, 75759, 302858, 71074, 621285, 59137, 290044, 1256140, 11385765, 2556
66439, 27307, 103833, 107914, 408974, 25831, 206510, 430412, 3989166, 1654
76664, 39117, 147886, 67518, 234582, 25915, 256322, 233202, 5521132, 1930
63986, 32104, 171658, 23772, 124751, 17700, 14565, 427196, 6669978, 1793
48621, 26930, 100887, 23726, 130175, 15329, 159953, 299625, 2924683, 1393
173937, 60058, 287167, 49133, 402889, 45213, 366183, 243665, 4779785, 1486
107218, 51072, 288766, 47371, 2681651, 34833, 505691, 808867, 8363647, 1829
95975, 36259, 242644, 32887, 313989, 27683, 213267, 468280, 9081951, 2602
99647, 46332, 158160, 36676, 248658, 26789, 541306, 270245, 7100544, 2817
121299, 48709, 176151, 44544, 313574, 32758, 155420, 646394, 8958491, 1870
74040, 38010, 156751, 33766, 244737, 24973, 243216, 541151, 6476379, 2168
82072, 35366, 150252, 33162, 201826, 24338, 253784, 206879, 4738815, 1996
120440, 56129, 215618, 49160, 543282, 42331, 583527, 249507, 9652500, 2693
66568, 32273, 113275, 32506, 242908, 21305, 149147, 247113, 9898869, 1706
65023, 35431, 180707, 29875, 187668, 20922, 20563, 336086, 7805984, 3578
94931, 42661, 179399, 36376, 294269, 77105, 358625, 304612, 7628337, 2073
88447, 35969, 132643, 28741, 262459, 23643, 225257, 351170, 10360191, 1923
349795, 48541, 96643, 22496, 119658, 16352, 362781, 261963, 8368227, 17782
103125, 45146, 167723, 37346, 439494, 34359, 278247, 640478, 7281707, 2372
70553, 35243, 133411, 27505, 150627, 18100, 16376, 228781, 7581978, 3217
92791, 50681, 189039, 43485, 341484, 33948, 353804, 712782, 7505801, 2685
85242, 149271, 140550, 30462, 223527, 25501, 497273, 212736, 6976247, 2796
142944, 42435, 133696, 32658, 251543, 26253, 22618, 437871, 6470553, 2823
46033, 25777, 98652, 29291, 144785, 14478, 99107, 207810, 5194557, 2508
95874, 49912, 190635, 43738, 362896, 61854, 258495, 547011, 8697346, 2519
114732, 71242, 252032, 60746, 468970, 53925, 437140, 351718, 4543391, 2248
77916, 41113, 155956, 40438, 230115, 31110, 34440, 541153, 8022660, 3112
95617, 49613, 247643, 42461, 507110, 55398, 229187, 689287, 8459851, 2223
105739, 54634, 202364, 45528, 344624, 36767, 35350, 585354, 7070963, 3257
116030, 59213, 242337, 51340, 344175, 41829, 37930, 578850, 10469642, 2714
63690, 35179, 171363, 29068, 222722, 20855, 135839, 362455, 7987471, 4302
98172, 51884, 206732, 52517, 367127, 40490, 54662, 593718, 10442028, 4462
69548, 54872, 126141, 25416, 271945, 22944, 139843, 308264, 8033157, 2417
89734, 49608, 181933, 38771, 308674, 30037, 254486, 580408, 9854228, 2703
91942, 38076, 164185, 30040, 279296, 26582, 165068, 208561, 4137596, 11142
62567, 33226, 282984, 28793, 222311, 22787, 161290, 459074, 6237394, 2306
83008, 41426, 233211, 32896, 221754, 30780, 241527, 173027, 6570672, 3254
115131, 57298, 243991, 47196, 349411, 30207, 30760, 376981, 9071661, 5131
103397, 133024, 208778, 46082, 458639, 58638, 33490, 473279, 5621987, 2422
109552, 55307, 206001, 43534, 499868, 120412, 28564, 377002, 5815237, 2292
58740, 33710, 165597, 26907, 241578, 28947, 352140, 213669, 7528676, 2504
92888, 44482, 157130, 35790, 394495, 30901, 204300, 660860, 7824103, 2654
89183, 36614, 148862, 33259, 204561, 28125, 229427, 209870, 6258307, 3340
68069, 34616, 119519, 30121, 253904, 23519, 140542, 343647, 9136834, 3125
64105, 32340, 125927, 24183, 293539, 20157, 119072, 352574, 10418018, 3535
55805, 29660, 131457, 23741, 325729, 18820, 120137, 327383, 8966543, 3015
105343, 55497, 213700, 58572, 347046, 35742, 307065, 377582, 7119086, 2084
103725, 54179, 183571, 46338, 308767, 42624, 424986, 245096, 8460621, 2512
79678, 40398, 148352, 36074, 365061, 30472, 26010, 349376, 9566958, 2712
82181, 44366, 160646, 37795, 255545, 25114, 195566, 320347, 9854010, 9795
101962, 49495, 197181, 42538, 532268, 35777, 221499, 638354, 11359734, 3343
177369, 60764, 206639, 41248, 374926, 35720, 299254, 588854, 8988884, 2078
55473, 31519, 99464, 23681, 172020, 40830, 110608, 220678, 11333199, 2923
67108, 35923, 129312, 30723, 169962, 24284, 231355, 181271, 8154218, 3668
59182, 31218, 104478, 24855, 263630, 17116, 121123, 285557, 5722517, 2238
52148, 28148, 98874, 23684, 231546, 16287, 129677, 225643, 6503418, 2466
111326, 58338, 220526, 47280, 595433, 43377, 902332, 675665, 11196816, 3699
75781, 38355, 146291, 31305, 398883, 32845, 177571, 321444, 12794923, 4452
60263, 31748, 114467, 26833, 159704, 19472, 222933, 229322, 6548294, 2922
90184, 33900, 115097, 28993, 238914, 22174, 174224, 146069, 7882137, 3581
115283, 58365, 205811, 50828, 464535, 39292, 76687, 469510, 7039212, 2288
101806, 53258, 201215, 44147, 375288, 35414, 215691, 499660, 6792381, 2872
63200, 33194, 236785, 25806, 407216, 20614, 153899, 377589, 6412784, 2806
97434, 48990, 249524, 41552, 401480, 33438, 206520, 456139, 9937465, 2567
48399, 27627, 126468, 23134, 108769, 15427, 138729, 105829, 4801201, 3220
65117, 33238, 120874, 28270, 268652, 25067, 131683, 501827, 7367617, 2325
116539, 53136, 195299, 47034, 208193, 26795, 228967, 173477, 7174981, 3191
190390, 65969, 262676, 56193, 559086, 77637, 472337, 613139, 8446993, 2541
108844, 53477, 201367, 43768, 239266, 38453, 300578, 263289, 8528228, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 446, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
91354, 6252445, 1506591, 3655155, 8395993, 1950346, 89737052, 7792800, 58442244, 3042
110937, 101182, 250812, 197991, 3138737, 197836, 886995, 1320988, 164161763, Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 204, 0
Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 265, 0
Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 272, 0
Knapsack Testing
No. of Solution Systems, Trial, Pre-processing, Execution
50, 0, 6414, 0
tx, check, getRandomReady, getFunc, getPair, acquireLocks, perfFunc, rmFITS/READY, newFITS/READY, txRelease
159260, 7345941, 2003921, 58727232, 10777124, 1233275, 77641676, 4124534, 89198847, 2735
78709, 77820, 138997, 141794, 284706, 81805, 2397265, 1191864, 59770552, 2630
117299, 149036, 319703, 136234, 2835164, 164009, 485796, 500070, 43674244, 2090
73365, 74815, 166206, 87386, 273836, 108722, 353795, 1256491, 40804232, 2396
68046, 50416, 136031, 67504, 887900, 80939, 368805, 368628, 34009116, 2062
84840, 77697, 231080, 108268, 474704, 279739, 615089, 1598418, 34279576, 2548
82744, 86684, 200143, 84316, 357285, 99385, 465713, 1570663, 34004955, 2715
83048, 67927, 228715, 187909, 1298126, 129177, 497557, 506535, 32101432, 2449
71552, 55189, 155472, 96720, 213103, 72431, 276945, 619479, 24693775, 2427
66681, 49034, 139048, 164478, 543567, 154910, 65741, 1524856, 26165383, 3071
80564, 63160, 181172, 127137, 372113, 86954, 266258, 1276874, 26969739, 2589
135145, 101784, 289079, 137848, 476840, 135530, 380508, 1361261, 27917847, 2276
70758, 57092, 135598, 71680, 244526, 75763, 54818, 1148326, 22991171, 2534
79210, 61702, 151598, 96990, 393539, 101178, 134814, 932193, 32352516, 2510
85737, 55727, 130051, 55506, 333751, 67651, 414584, 1007399, 37124770, 2936
72011, 104255, 135454, 50640, 726284, 77247, 427557, 1320097, 29481542, 2515
137325, 97584, 184753, 84611, 343928, 66840, 227119, 3171613, 28169911, 3361
69404, 68687, 149155, 56546, 333530, 80768, 266339, 823560, 24950055, 2913
75283, 64249, 144799, 49667, 1121054, 78453, 1041535, 395869, 26359479, 2952
120378, 52986, 132369, 47247, 666079, 79333, 293007, 455505, 25413492, 2716
61249, 46891, 120070, 48015, 469423, 66004, 226887, 697705, 32951274, 2838
140660, 80986, 176670, 51625, 385276, 71257, 60257, 667655, 23656190, 2737
52073, 40785, 124342, 50781, 190256, 53212, 148179, 1733166, 26958195, 2556
67588, 48495, 249096, 56880, 546350, 76262, 294525, 304892, 21827008, 3380
90133, 63611, 160984, 140263, 746456, 180608, 500566, 1933647, 17904514, 2250
67875, 47626, 8820240, 762740, 316424, 86546, 32674, 632683, 15658845, 2209
118119, 87846, 227493, 98459, 494734, 130105, 479004, 1620953, 23681920, 2182
80894, 59153, 156768, 66641, 267615, 216909, 609336, 1015917, 27727872, 2336
65593, 47179, 172125, 67163, 225891, 72439, 224004, 801388, 24023823, 2379
51306, 36570, 172681, 54498, 294051, 52090, 164193, 572071, 23267912, 2005
110504, 84891, 252053, 84441, 358021, 111457, 337286, 1282466, 19231266, 2264
85070, 61673, 165626, 68176, 350045, 91862, 281872, 936781, 19992661, 2371
47679, 35135, 80362, 37602, 184092, 43810, 305746, 185559, 13513723, 1906
67272, 48152, 99141, 56624, 267664, 64114, 271183, 239653, 16005202, 2223
71231, 54067, 119646, 58362, 251246, 73208, 217873, 724769, 22063652, 2235
52521, 38311, 88315, 76740, 150282, 52918, 139068, 797890, 19718375, 2459
83346, 108833, 162179, 82868, 251404, 77440, 248138, 899533, 13861758, 2234
95224, 193604, 168071, 72654, 412076, 103050, 351416, 1153807, 15519225, 1762
79978, 52223, 120948, 49751, 244245, 90537, 25957, 663966, 12895610, 1663
49595, 32574, 82208, 38892, 134972, 43180, 140964, 480142, 17974905, 1964
47656, 33489, 109407, 58961, 193628, 50193, 164252, 618488, 22991289, 1985
109473, 41221, 98303, 36731, 260419, 59201, 200304, 550396, 19762096, 1764
47124, 34178, 147094, 37320, 173388, 62084, 155964, 397706, 13348414, 1590
105576, 81153, 242922, 68381, 307406, 103508, 309764, 980970, 14921059, 2453
80965, 53286, 148191, 53763, 269163, 90734, 237020, 972720, 19213521, 2035
138250, 71668, 161771, 64837, 527873, 107989, 451167, 421062, 11208467, 1462
120132, 81137, 186777, 90778, 369193, 70318, 24376, 567086, 11281371, 1471
67651, 45577, 106761, 43145, 276617, 96557, 421183, 556870, 15636905, 1677
119178, 68197, 148159, 67848, 336242, 169715, 295744, 1193645, 15852662, 1639
137017, 154946, 288829, 49073, 291977, 83210, 344592, 1337782, 17443953, 1326
58996, 39631, 96198, 36289, 156331, 57281, 19620, 501353, 14550499, 1538
48461, 32678, 123624, 39064, 251120, 52347, 169114, 445610, 16547334, 1367
60706, 41597, 169575, 41728, 291827, 67966, 362126, 230018, 8108862, 1939
63209, 42709, 100715, 41855, 281564, 62422, 224913, 196191, 11519008, 1446
47061, 67972, 91950, 41817, 218940, 62783, 226667, 542817, 11141128, 2868
58748, 108359, 107134, 40883, 207983, 61863, 161753, 500660, 15323705, 1750
103859, 61386, 175820, 74486, 303210, 338827, 41996, 931327, 11551518, 1815
107215, 66749, 184171, 80340, 484346, 71164, 366327, 1368665, 18652220, 2449
83113, 50381, 125364, 44920, 236606, 43106, 25156, 439946, 9048250, 2058
115869, 67941, 182317, 79467, 501269, 69129, 375258, 1288029, 15622504, 1780
61673, 37700, 102509, 43871, 198568, 38410, 178537, 451688, 15176297, 1931
59210, 36466, 99295, 42283, 221307, 33065, 251845, 177218, 12928126, 3665
170726, 67733, 179843, 77974, 493792, 70207, 44229, 780380, 13805274, 1339
104219, 62620, 171316, 73893, 674910, 70166, 455820, 1335665, 12555802, 1943
60644, 37493, 133084, 42080, 252401, 34370, 174872, 432741, 16574952, 1560
57922, 35763, 104724, 37672, 166372, 73970, 19457, 351284, 9199170, 1672
59452, 36606, 102908, 43185, 214964, 54179, 312792, 733129, 13411377, 1499
63730, 39292, 105317, 45191, 213681, 36371, 187729, 630931, 15875138, 1698
83481, 63949, 120499, 43918, 274000, 49410, 387147, 266411, 11360062, 1606
65456, 39909, 96279, 44442, 261888, 37618, 198707, 519616, 11101527, 1710
67273, 39791, 107678, 46542, 266524, 41117, 25107, 609731, 13901256, 2252
50843, 31482, 83859, 37052, 163232, 31321, 251996, 151800, 11784592, 2225
72592, 43008, 103927, 49749, 263897, 40651, 243082, 523689, 12748956, 1480
51649, 51233, 83573, 36838, 139474, 26994, 15138, 276471, 8367813, 1781
155973, 288644, 229562, 98821, 612557, 100414, 1026376, 411924, 11097298, 1725
93328, 129012, 164451, 71279, 456659, 61698, 418650, 355883, 12499730, 1541
61744, 31172, 117807, 62820, 220748, 37226, 181918, 656140, 15217850, 2579
103136, 51359, 226702, 69698, 491447, 66701, 309446, 766466, 13534936, 1788
